Title,Location,Company,Salary,Sponsored,Description
Senior Data Scientist,"Bengaluru, Karnataka",Success Kingdom,"₹1,20,000 a month",Organic,"

Skills - python libraries, Like pysyft And django. knowledge of Big Data, exceptional communication skills, data scientist, has worked on large volumes of data,…
"
Data Scientist,"Indore, Madhya Pradesh",GenieTalk,None,Organic,"

Proficiency in Python, R or Java and data science tools.
Extending company’s data with third party sources of information when needed.
"
Data Analytics Internship,"Hyderabad, Telangana",Prashaste Education And Management Consultancy Pri...,"₹12,000 - ₹15,000 a month",Organic,"

Candidate must be a graduate (any specialization) from a top tier institution Candidate must have 1-3 years of analytics experience Candidate having consulting…
"
Data Scientist -1,"Bengaluru, Karnataka",Acko General Insurance Limited,None,Organic,"

Works with peer developers to make sure that all data solutions are consistent and ensures all automated processes to preserve data by managing the alignment of…
"
DATA SCIENTIST-(H/F),"Chennai, Tamil Nadu",Société Générale,None,Organic,"

Develop, process, cleanse and enhance data collection procedures from multiple data sources.
Design and implement scalable predictive models, classifiers…
"
Data Scientist,"Mohali, Punjab",Quark,None,Organic,"

Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
"
Data Scientist I,"Hyderabad, Telangana",Novartis,None,Organic,"

20 petabytes of data across 30 data domain across the whole bio-pharma value chain waiting for you to unlock the next breakthrough in medicine.
"
Sr. Data Scientist,Remote,Slack,None,Organic,"

Slack is hiring an experienced data scientist on our Research & Analytics team.
As an experienced data scientist, you will help to make Slack’s Research +…
"
"Data Scientist, full stack developer","Bhopal, Madhya Pradesh",A square technologies,₹85 - ₹304 an hour,Organic,"

We are searching Data Science and Chatbots Trainee Employees For our Organisation.
Fresher & Experience can also apply.
Salary: ₹85.00 to ₹304.00 /hour.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Scientist - Machine Learning (India),"Nagpur, Maharashtra",Accrualify Inc,None,Organic,"

Perform professional and technical engineering work relative to microservices related to data extraction from pdf, image processing and natural language…
"
Data Scientist,"Bengaluru, Karnataka",ABB,None,Organic,"

Ability to effectively work with a team of data scientists exchanging knowledge.
Understanding business data and how to use it appropriately in data analysis.
"
Data Research Analyst,"Mohali Sas Nagar, Chandigarh",De Facto Infotech Pvt. Ltd.,"₹3,00,000 a month",Organic,"

They should be familiar with data catalogs and how to build and validate data metrics from their queries.
They should be familiar with caching strategies and…
"
Machine Learning Engineer,"Hyderabad, Telangana",Prism,"₹1,00,000 - ₹1,50,000 a month",Organic,"

Understanding of data structures, data modeling and software architecture.
We're looking for deeply ambitious and curious minded individuals to join our startup…
"
Data scientist web crawler,"Hyderabad, Telangana",Novartis,None,Organic,"

Solid foundation in HTML data structures.
Develop a deep understanding of our vast data sources on the web and know exactly how, when, and which data to scrape,…
"
Data Scientist: Freshers or 1+ Yrs of Experienced,"Pune, Maharashtra",3RI TECHNOLOGIES,None,Organic,"

Execute research and analysis, including data gathering, processing and modeling from different data sources.
Provide analytic support by using various tools to…
"
Junior Data Scientist/ta,"Gurgaon, Haryana",WSD Consultant,"₹7,00,000 - ₹15,00,000 a year",Organic,"

These programs help them master data-driven decision-making regardless of the sector or function they work in and secure their career growth into the future.
"
Data Analytics Internship,"Mumbai, Maharashtra",TheOther 2 Thirds Consulting LLP,"₹10,000 - ₹12,000 a month",Organic,"

Connecting to data sources, data import and transforming data for business intelligence 3.
Working on managing training data and analyzing trends.
"
Data Scientist,"Pune, Maharashtra",Coditation Systems,"₹14,00,000 - ₹20,00,000 a year",Organic,"

Hands on experience in handling large data sets strongly preferred.
A Data Scientist who would take responsibility to help the team with building automated…
"
Data Scientist,"Bengaluru, Karnataka",GE Corporate,None,Organic,"

Acquire data from multiple data sources and prep data before performing required analysis.
Present data and analysis in a clear and concise manner to allowing…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Scientist,"New Delhi, Delhi",Ank Aha,None,Organic,"

Ensure data integrity and consistency across relevant data systems.
Support in providing data analytics for all data and technology related projects esp.
"
Data Scientist Sales & Channel,"Bengaluru, Karnataka",HP,None,Organic,"

Collaborates with peers, junior engineers, data scientists and project team.
Fluent in structured and unstructured data and modern data transformation…
"
Data Science Analyst,"Gurgaon, Haryana",Cargill,None,Organic,"

Strong presentation and data visualization skills.
Perform data analysis independently to conduct complex analysis requiring a deep understanding of performance…
"
Data Analyst,"Tiruchchirappalli, Tamil Nadu",Scofish Technologies Pvt Ltd,"₹8,000 - ₹15,000 a month",Organic,"

JOB OFFER FROM SCOFISH TECHNOLOGIES PVT LTD.
\* SHOULD HAVE KNOWLEDGE IN PDF& MS-OFFICE.
\* 9 AM TO 6.30 PM.
Job Types: Full-time, Walk-In.
"
Data Scientist | Machine Learning & Statistical Analysis,"Delhi, Delhi",Manmuk Creations,None,Organic,"

Understanding of big data related technologies and DevOps(Dockers, Singularity).
Build Data Pipelines for AI/ML Solutions using Python.
"
Associate Scientist-Bioanalysis,India,Syngene,None,Organic,"

Responsible for the quality of data generated including the interpretation, release, and archive of all bio-analytical results.
5-6 years in industry or CRO.
"
Data Scientist,"Tatabad East, Tamil Nadu",TechUnity Softwawre Systems,"₹12,000 - ₹20,000 a month",Organic,"

We are looking for a data scientist that will help us discover the information hidden in vast amounts of data,.
Data mining using state-of-the-art methods.
"
Data Scientist - Bangalore,"Bengaluru, Karnataka",Wabco,None,Organic,"

Interact with data engineering to maintain and improve the data products relevance.
Accountable for building data products (either in the form of analytical…
"
Data scientist,Punjab,Trident India,None,Organic,"

Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
"
Junior Data Scientist,"Thiruvananthapuram, Kerala",Indian Institute Of Information Technology & Manag...,"₹10,000 a month",Organic,"

IITM-K invites the applications from suitable candidates for the following posts under Data Analytics Project of the institute.
Last Date:03 Jul 2020.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Scientist,"Bengaluru, Karnataka",Tekumani Agri Assest Private Ltd,"₹50,000 - ₹60,000 a month",Organic,"

Leverage a unique, diverse, and deep data set to find connections across these data sources.
Pull data from MySQL or other data stores, handling all the ETL…
"
Data Scientist,India,Agnik,None,Organic,"

AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation.
Some Experience in Programming in C++/Java/Distributed…
"
Data Scientist,"Mohali, Punjab",spineor webservices Pvt Ltd Mohali,None,Organic,"

Candidate must have worked on large set of data.
We are hiring for Data Scientist/Data Analyst.
Candidate must have worked on either java,scala,python,azure…
"
Data Scientist,India,TCG Digital,None,Organic,"

Core responsibilities include leveraging data science to solve business cases, training other team members, and contributing to pre-sales through quick…
"
Graduate Trainee,"Chennai, Tamil Nadu",AstraZeneca,None,Organic,"

These set of applications provide novel approaches for scientists to generate models of data and to archive such models to communicate these to drug projects.
"
Data Scientist,"Chennai, Tamil Nadu",BrandIdea Consultancy P Ltd,None,Organic,"

Develop customized algorithms to solve analytical problems with incomplete data sets.
Need strong oral & written communication skills to present data as a…
"
Data Scientist,"Mumbai, Maharashtra",BPrise,None,Organic,"

Contribute to data mining architectures, modelling standards, reporting, and data analysis methodologies.
Visualise the data with charts and graphs.
"
Data Analyst for our Business Analytics Department,Andaman and Nicobar Islands,ABACUS MEDICINE,None,Organic,"

Then here is the opportunity to join a professional, friendly and inclusive team of business analysts and data scientists.
Are You the Right Candidate?
"
Python and SQL - Data analyst,"Mumbai, Maharashtra",Om Tubes & Fittings Limited,"₹20,000 - ₹25,000 a month",Organic,"

Acquiring data from primary or secondary data sources and maintaining databases.
Developing and implementing data analyses, data collection systems and other…
"
Mid-Level Data Scientist,"Bengaluru, Karnataka",StartUs Insights,None,Organic,"

— Understanding of data engineering and data pipelines.
Are you passionate about data?
— Experience in handling unstructured data.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Analyst,"Gurgaon, Haryana",Zyla Health Private Limited,"₹5,00,000 - ₹10,00,000 a year",Organic,"

Compile and analyze data related to business issues.
Own ongoing operational data analysis & reporting needs.
Develop clear visualizations to convey complicated…
"
Clinical Data Analyst,"Miyapur, Hyderabad, Telangana",The Fairytale stop,"₹12,000 - ₹20,000 a month",Organic,"

General Job Title : Clinical Data Analyst.
Basic Function and Scope of Responsibilities: .
Both First Pass and Second Pass Data Entry for the paper based…
"
Data Scientist,"Viman Nagar, Pune, Maharashtra",Pivotchain Solutions,None,Organic,"

RequirementsBS/MS degree in Computer science, MathsYou are experienced with data stores such as Mysql, MongoDB, Cassandra, HBase, HiveExperienced with data…
"
Data Analyst,"Hyderabad, Telangana",AK DigiTech,None,Organic,"

Dive into data to predict, quantify and analyze.
The confidentiality of the data that will be worked on and any breach will implicate legal actions.
"
Senior Data Scientist - contractual assignment,"Kolkata, West Bengal",Client of ICG,None,Organic,"

The consultant must have economics / statistics background with minimum 8 years of experience in data analytics / predictive modelling etc.
"
Data Scientist (Machine Learning)/Artificial Intelligence,"Bengaluru, Karnataka",GrayRipples.com,"₹60,000 - ₹70,000 a month",Organic,"

Knowledgeable on common data structures and algorithms.
Perform exploratory data analysis to understand the problem.
GrayRipples is hiring Data Scientist.
"
Machine Learning Engineer/Data Scientist,"Pune, Maharashtra",Mindbowser Info Solutions Pvt Ltd,None,Organic,"

Our Data Analysts are expected to explore data, technologies, and the application of mathematical techniques to derive data insights.
"
Machine Learning,"Mumbai, Maharashtra",Prisma Global Limited,"₹20,000 - ₹40,000 a month",Organic,"

Experience in object detection and recognition• Experience in Python, OpenCV.
Experience of tracking the object in live video• Experience in implementation of…
"
"Data Scientist, Analytics, BI Engineer","Hyderabad, Telangana",RAACOM Infosystems,None,Organic,"

If you come from a strong data analytics / data science background with technical experience across data mining & filtration, statistical data modeling – this…
"
Medical Affairs Scientist,Delhi,Syneos Health Clinical,None,Organic,"

Conducts regular and ad-hoc review of clinical data to identify risks and data patterns or trends under the supervision of the Medical Director(s), using one or…
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Scientist,"Noida, Uttar Pradesh",SearchUrCollege,None,Organic,"

Knowledge of data visualization tools like Tableau/Power Bi etc will be an added advantage.
Analyze and dig out carefully vetted, actionable insights from …
"
Data Scientist 1,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Risk management / big data manipulation experience is a plus.
In order to fully capture all the events critical to detect fraud pressure and/or fraud-driven…
"
Data Analyst,"Delhi, Delhi",MyVacala Private Limited,None,Organic,"

Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement databases, data collection systems, data…
"
Junior Data Analyst - 1-4 Years,"Bengaluru, Karnataka",Dropshop Network Pvt Ltd,"₹20,000 - ₹25,000 a month",Organic,"

Collaborate with internal stakeholders to manage data logistics - including data transfers, understanding data structures, business rules, business processes,…
"
Data Scientist,"Bengaluru, Karnataka",Magicbricks,None,Organic,"

Identify third party data that can be used to enhance the information gained.
Processing, cleansing, and verifying the integrity of data used for analysis.
"
Data Analyst,"Jaipur, Rajasthan",Thrillophilia,None,Organic,"

Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…
"
Data Scientist - Advanced Analytics,"Hyderabad, Telangana",Novartis,None,Organic,"

Experience working with big data - identifying trends, patterns, and outliers in large volumes of data.
Where you’re given opportunities to explore the power of…
"
DATA SCIENTIST IN TRIVANDRUM,"Thiruvananthapuram, Kerala",Pacoline IT,None,Organic,"

Urgently Looking for an experienced Data Scientist in Trivandrum Kerala Job Details * Identify valuable data sources and automate collection processes …
"
Data Scientist,"Defence Colony, Delhi, Delhi",Mahajan Imaging,None,Organic,"

Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital…
"
Data Scientist,India,Emerging India Group,None,Organic,"

We are looking for a data scientist with an experience of 3+ years in deriving insights using analytical models handling vast amounts of data available across…
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Big Data Platform Product Manager,"Chennai, Tamil Nadu",PayPal,None,Organic,"

Experience working closely with data engineers, infrastructure teams, data scientists on large scale data.
The product manager for big data platform will build…
"
Data Scientist (1-3 yrs),"Noida, Uttar Pradesh",Valiance Solutions,None,Organic,"

Drawing actionable recommendations from data for senior management.
Data scientists who are good with knowledge of statistics & programming in R/Python,…
"
Research Scientist Chemistry,"Udaipur, Rajasthan",PI Industries Ltd.,None,Organic,"

Carrying out synthetic experiments safely, efficiently, capturing all the experimental procedures and data effectively.
Industry to be Hired from.
"
Data Scientist,"Bengaluru, Karnataka",Processware Systems,None,Organic,"

We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver…
"
Data Analyst,"Kochi, Kerala",Carepact Infotech Pvt. Ltd.,"₹10,000 - ₹25,000 a month",Organic,"

Implement security and data protection solutions.
We are looking for a Python Developer to join our engineering team and help us develop and maintain various…
"
Data Scientist,"Bengaluru, Karnataka",Cumulations Technologies,None,Organic,"

Build models and analyze medical data collected from healthcare devices and apps.
Expose this data to mobile and web apps to build feature set.
"
Data Scientist,"Dadar, Mumbai, Maharashtra",Emotix Miko,None,Organic,"

You will execute the planned analytics data points to translate raw data into valuable business insights.
 Implement data analysis/visualization and explain…
"
Data Scientist,"Pune, Maharashtra",Right Steps Consultancy,None,Organic,"

Need to have an aspiration to become an exceptional data scientist with a passion for learning new technologies and high inclination towards research.
"
Data Analyst/Data Scientist in IIDS,"Hyderabad, Telangana",Indian School of Business,None,Organic,"

Strong communication skills and ability to present concepts and data effectively through offline and online modes of communication.
"
Data Scientist,"Chennai, Tamil Nadu",Shell,None,Organic,"

Assess data availability and modeling feasibility.
Should have worked with multiple social media data, understands campaign effectiveness study and experienced…
"
Data Analytics Internship,"Mumbai, Maharashtra",Connect And Heal,"₹18,000 - ₹21,000 a month",Organic,"

Assisting the finance teams with data MIS requirements 3.
Connect and Heal is an end to end healthcare provider that specializes in on-site medical services,…
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Assistant Manager,India,Vodafone,None,Organic,"

The Big Data Analytics Advisor assists the team in providing business decisions using data science and statistical analysis through the wide ranges of data…
"
Evaluation and Data Analyst,"New Delhi, Delhi",Department of Land Resources,"₹40,000 a month",Organic,"

Experience of at least THREE year in evaluation and data analysis.
Desirable Qualification: Experience of at least THREE year in evaluation and data analysis.
"
Data Scientist - NLP,"Hyderabad, Telangana",Novartis,None,Organic,"

Where you’re given opportunities to explore the power of digital and data.
6 -10 years of overall experience with demonstrated track record in data science…
"
DATA SCIENTIST,"Bavdhan, Pune, Maharashtra",Alpha ICT LLP,None,Organic,"

Identifying additional data to be collected and third-party data sources that will help the analysis.
Experience using statistical computer languages (R, Python…
"
Decision Scientist,"Bengaluru, Karnataka",Inference Labs,None,Organic,"

Carry out exploratory data analysis and manage database for storing vision-based data.
Inference labs is a full stack horizontal data analytics solution…
"
Senior Data Scientist,None,Microsan Consultancy Services,None,Organic,"

Partner with data engineers on data quality assessment, data cleansing and data analytics efforts.
Gather and analyze data, devise innovative data science…
"
DATA SCIENTIST,"Calicut, Kerala",Tech27 Systems Ltd.,None,Organic,"

Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
"
Data Scientist,"Bengaluru, Karnataka",Ganit,None,Organic,"

Create and implement data models.
Can handle data extraction, preparation and transformation.
Location: Chennai, Mumbai, Bengaluru - India.
"
Data Scientist,"Hyderabad, Telangana",ColorTokens,None,Organic,"

Knowledge on Apache Spark, Kafka, and other data platform technologies.
Experience in most big data and statistical analytic tools: Python, Hadoop (Hive),…
"
Data Scientist,"Bengaluru, Karnataka",Pattern Effects Labs,None,Organic,"

Understanding of data mining techniques and statistical analysis is important.
Candidate should be able to analyse data and discover information, with high…
"
